itemnumber,checkouts,biblionumber,itemcallnumber,author,title
244829,1,162918,RM216 .N875 2001,,Nutrition in the prevention and treatment of disease /
244890,1,162958,DS889.16 .T35 2002,"Takemae, Eiji,",Inside GHQ :
244895,1,162963,SF446.5 .B84 2002,"Budiansky, Stephen",The character of cats :
244927,1,162983,PR3072 .R43 2001,,Reading Shakespeare's dramatic language :
244968,1,163015,QH541.5.R27 B35 2001,"Baker, Lucy,",Life in the rain forests /
244980,1,163027,QK52.55 .H37 1997,"Haslam, Andrew.",Plants /
244984,1,163031,GB1203.8 .H37 1996b,"Haslam, Andrew.",Rivers /
244988,1,163035,GB662.3 .S35 1998,,Science in the water.
244991,1,163039,MA COST MAT C 85,"Costello, Elvis",My aim is true
245008,1,163057,B121 .K85 2001,"Kupperman, Joel",Classic Asian philosophy :
245072,1,163120,ND237.M58 A4 2002,"Livingston, Jane",The paintings of Joan Mitchell /
245093,1,163141,BX1795.E27 F73 2002,,The free person and the free economy :
245121,1,163169,JC573.2.U6 M87 2001,"Murphy, Paul V.",The rebuke of history :
245126,1,163174,BX2347.8.W6 M35 2001,"Malone, Mary T.",Women & Christianity /
245127,1,163174,BX2347.8.W6 M35 2001,"Malone, Mary T.",Women & Christianity /
245128,1,163174,BX2347.8.W6 M35 2001,"Malone, Mary T.",Women & Christianity /
245135,1,163181,GV971 .G57 2001,,Golf rules illustrated /
245144,1,163190,E331 .O58 2002,"Onuf, Peter S.",Jeffersonian America /
245166,1,163212,DT932 .I913,"Izʺedinova, S. V.",A few months with the Boers :
245172,1,163218,PN1997 .B4678 2002,,Best of the Muppet show.
245213,1,163254,DK33 .K37 2001,"Kappeler, Andreas,",The Russian empire :
245216,1,163257,HX36 .P495 2001,"Pipes, Richard",Communism :
245235,1,163276,HC177.B82 A89 2001,"Auyero, Javier.",Poor people's politics :
245268,1,163309,PR830.V3 I58 1997,,The fantastic vampire :
245281,1,163321,PQ4147 .D5 2002,"Di Maria, Salvatore",The Italian tragedy in the Renaissance :
245317,1,163351,E184.I8 L57 2001,,Little Italy
245320,1,163354,PS3552.L3438 A625 2002,"Blaeser, Kimberly M.",Absentee Indians & other poems /
245334,1,163368,D749 .L45 2001,"Leitz, Christian.",Sympathy for the devil :
245379,1,163386,K PAL PJ S 12,"Rodgers, Richard,",Pal Joey
245384,1,163392,H SOUS JPSC S 60,"Sousa, John Philip,",John Philip Sousa conducts his own marches
245386,1,163394,PL8685.9.M36 E5 1996,,The epic of Askia Mohammed /
245389,1,163397,HQ13 .T46 1997,"Thornton, Bruce S.",Eros :
245433,1,163436,MJ CROS BBC C 83,,The Best of Bob Crosby
245435,1,163442,MJ LEE PLG L 77,,Peggy Lee's greatest!
245440,1,163449,SB123.57 .L88 2002,"Lurquin, Paul F.",High tech harvest :
245456,1,163462,V BURN MHCT B 14,"Burns, George,",George Burns & Gracie Allen
245474,1,163474,HE823 .S65 1998,"Smith, Kelvin",Records of merchant shipping and seamen /
245479,1,163479,GB1003.2 .F58 2002,"Fitts, Charles R.",Groundwater science /
245488,1,163488,HD49 .L85 1993,"Lukaszewski, James E.",Exxon Valdez :
245511,1,163509,PN6727.R58 W58 1996,"Robinson, James",WitchCraft /
245516,1,163514,D777 .U3513 1991,"Ugaki, Matome,",Fading victory :
245538,1,163538,JN1129.C62 W67 2002,"Worley, Matthew.",Class against class :
245562,1,163565,DT779.8.L45 S77 1983,"Strydom, Hans,",For Volk and Führer /
245568,1,163571,DT1768.Z95 C53 2000,"Wylie, Dan",Savage delight :
245581,1,163584,HV6245 .G69,"Green, Jonathon",The directory of infamy :
245618,1,163621,D764 .W49 2001,"Werth, Alexander,",The year of Stalingrad :
245636,1,163639,HC905.Z7 W558 1982b,"Van Onselen, Charles","Studies in the social and economic history of the Witwatersrand, 1886-1914 /"
245641,1,163643,BR1450 .S9,"Sundkler, Bengt,",Zulu Zion and some Swazi Zionists /
245642,1,163644,BX9999.S68 W47,"West, Martin Elgar.",Bishops and prophets in a black city :
245643,1,163645,D763.N42 H37 1994,"Harclerode, Peter,",Arnhem :
245738,1,163723,LC67.6 .M395 2002,,The McDonaldization of higher education /
245742,1,163727,ML1255 .W56 2002,"Will, Richard James",The characteristic symphony in the age of Haydn and Beethoven /
245776,1,163757,PZ7.C88135 Gi 2002,"Cronin, Doreen","Giggle, giggle, quack /"
245798,1,163777,RA427 .H426 2002,,Health promotion in communities :
245885,1,163842,LA227.4 .F92 2002,,The future of the city of intellect :
245910,1,163867,TK6548.U6 J35 1998,"Jaker, Bill,",The airwaves of New York :
245938,1,163889,HV6025 .H297 2001,"Harcourt, Bernard E.,",Illusion of order :
245974,1,163919,MC CLIN UC C 42,"Cline, Patsy,",The ultimate collection
245976,1,163921,MA GENE TTWT G 12,,--And then there were three--
245977,1,163922,MA EMER PE E 25,,Pictures at an exhibition
245980,1,163925,MC LYNN ATGH L 12,"Lynn, Loretta",All time greatest hits
245991,1,163935,N6888.K43 A9513 2001,"Arasse, Daniel",Anselm Kiefer /
245997,1,163941,NA2965 .N45 2001,"Neils, Jenifer,",The Parthenon frieze /
246004,1,163948,N8070 .D58 2001,"Katz, Melissa R.",Divine mirrors :
246005,1,163949,NE850 .L35 2001,"Lambert, Susan.",Prints :
246012,1,163955,DP97.3 .M44 1997,,Medieval Iberia :
246013,1,163956,BF701 .B57 2002,"Bjorklund, David F.,",The origins of human nature :
246020,1,163963,HT1394.C3 B63,"Böeseken, A. J.","Slaves and free blacks at the Cape, 1658-1700 /"
246030,1,163973,KTL2070 .M34 1997,,The making of the Constitution :
246035,1,163978,DT1645 .S75 2001,"Stiff, Peter.",The silent war :
246082,1,164017,ND588.R48 A4 2002,"Storr, Robert",Gerhard Richter :
246113,1,164047,PR830.T3 J66 2002,"Jones, E. Michael.",Horror :
246120,1,164053,BX1752 .A84 2000,"Ashley, Benedict M.",Choosing a world-view and value-system :
246143,1,164076,QE521.3 .P73 2001,"Prager, Ellen J.",Volcano! /
246146,1,164079,RJ134 .H45 2002,"Heiligman, Deborah",Babies /
246150,1,164083,PS3552.R275 Z467 2001,"Brainard, Joe,",I remember /
246156,1,164089,E457.32 .H45 1996,"Harness, Cheryl.",Young Abe Lincoln :
246161,1,164094,T385 .C54139 2003,"Cohen, Luanne Seymour",Design essentials /
246164,1,164097,T385 .C36 2000,"Caponigro, John Paul.",Adobe Photoshop master class /
246202,1,164134,PN1997 .E8 2002,,"E.T., the extra-terrestrial"
246232,1,164164,HT1394.C3 D4 1971,"De Kock, Victor.",Those in bondage;
246237,1,164169,QP321 .L62 2002,"Lieber, Richard L.","Skeletal muscle structure, function & plasticity :"
246240,1,164172,RM701 .K46 1993,"Kendall, Florence Peterson,","Muscles, testing and function : with Posture and pain /"
246246,1,164177,CB353 .T42,,Teaching the Middle Ages.
246255,1,164184,BX955.3 .G74 2002,,The great popes through history :
246262,1,164188,MA PRES FGH P 22,"Presley, Elvis,",The 50 greatest hits
246337,1,164262,F334.M753 P3855 2002,,Mighty times
247024,1,164284,BS450 .M46 2001,"Metzger, Bruce Manning",The Bible in translation :
247033,1,164293,DK500.L57 L5813 2001,,The Livonian rhymed chronicle /
247042,1,164302,E185.97.K5 R36 2001,"Rappaport, Doreen",Martin's big words :
247045,1,164305,PZ7.S84985 Gar 1997,"Stewart, Sarah",The gardener /
247052,1,164312,PZ8.1.S8572 To 1995,"Stevens, Janet",Tops & bottoms /
247067,1,164327,PZ7.T85565 Th 1996,"Turner, Megan Whalen.",The thief /
247089,1,164349,PS3560.E474 M66 1997,"Jen, Gish",Mona in the promised land /
247116,1,164376,F574.D457 T48 2001,"Thompson, Heather Ann,",Whose Detroit? :
247129,1,164389,HS2330.K63 N485 2001,"Newton, Michael,",The invisible empire :
247180,1,164440,PQ6282 .A4 1992,"Calderón de la Barca, Pedro,",El alcalde de Zalamea /
247187,1,164447,PQ7297.C2596 E8,"Castellanos, Rosario",El eterno femenino :
247204,1,164464,DA510 .C73 2000,"Conway, Stephen,",The British Isles and the War of American Independence /
247205,1,164465,PN1997 .T588 2002,,Tortilla soup
247279,1,164491,PQ6641.A47   L8 1997,"Valle-Inclán, Ramón del,",Luces de bohemia :
247292,1,164504,MA CLAP FOB C 12,"Clapton, Eric.",461 Ocean Boulevard
247297,1,164509,P94 .J34 2000,"Jamieson, Kathleen Hall",The interplay of influence :
247312,1,164524,PQ7798.23.O454 C66 2002,"Molloy, Sylvia",El común olvido /
247335,1,164547,E99.C6 F67 1998,"Wargin, Kathy-jo.",The legend of sleeping bear /
247340,1,164552,PZ7.B6265 Do 2002,"Blume, Judy",Double Fudge /
247358,1,164570,Q335 .G358 2000,"Gärdenfors, Peter.",Conceptual spaces :
247382,1,164594,PS153.J4 R67 2001,"Rosenberg, Warren.",Legacy of rage :
247396,1,164608,RA566.27 .G65 2002,"Goldstein, Inge F.",How much risk? :
247399,1,164611,RC927.3 .W337 2002,"Wallace, Daniel J.",All about fibromyalgia /
247433,1,164645,PS3551.C44 Z8 2002,"Pitchford, Nicola.",Tactical readings :
247435,1,164647,PR2638 .L69 2002,"Loxley, James,",The complete critical guide to Ben Jonson /
247476,1,164686,HM529 .N47 2002,"Neuendorf, Kimberly A.",The content analysis guidebook /
247497,1,164707,BR305.3 .D58 2002,"Dixon, C. Scott.",The Reformation in Germany /
247506,1,164716,TD794.5 .M395 2002,"McDonough, William",Cradle to cradle :
247513,1,164723,PT2621.A26 Z488 2002,,The Cambridge companion to Kafka /
247533,1,164742,GV706.4 .E54 2002,,Enhancing recovery :
247539,1,164748,PR4163 .N49 2001,,New approaches to the literary art of Anne Brontë /
247542,1,164751,PG3098.D46 O43 2001,"Olcott, Anthony,",Russian pulp :
247618,1,164801,LD131 .A612,,The Scotsman.
247620,1,164801,LD131 .A612,,The Scotsman.
247629,1,164801,LD131 .A612,,The Scotsman.
247630,1,164801,LD131 .A612,,The Scotsman.
247657,1,164801,LD131 .A612,,The Scotsman.
247684,1,164801,LD131 .A612,,The Scotsman.
247714,1,164801,LD131 .A612,,The Scotsman.
247726,1,164801,LD131 .A612,,The Scotsman.
247817,1,164801,LD131 .A612,,The Scotsman.
247930,1,164801,LD131 .A612,,The Scotsman.
247940,1,164801,LD131 .A612,,The Scotsman.
247941,1,164801,LD131 .A612,,The Scotsman.
247947,1,164801,LD131 .A612,,The Scotsman.
247965,1,164801,LD131 .A612,,The Scotsman.
247976,1,164804,ML410.S53 S45 2000,"Sheinberg, Esti,","Irony, satire, parody, and the grotesque in the music of Shostakovich :"
247980,1,164808,RA440.85 .C65 2003,,Community based participatory research for health /
247985,1,164813,PZ7.H83727 Hno 2002,"Howe, James,",Howie Monroe and the doghouse of doom /
247986,1,164814,PZ7.H83727 In 2002,"Howe, James,",Invasion of the Mind Swappers from Asteroid 6 /
247989,1,164817,JK2281 .P684 2003,"Powell, Larry,",Political campaign communication :
248022,1,164846,E268 .E54 1996,,Enemy views :
248050,1,164869,QC174.12 .H39 2001,"Hawking, Stephen,",The universe in a nutshell /
248082,1,164899,ML410.S3 Y725 2002,"Youens, Susan",Schubert's late Lieder :
248089,1,164906,PN1997 .P5 1998,,[Pi]
248095,1,164912,BL 600 .V74x 1976,"Vries, Ad de.",Dictionary of symbols and imagery /
248098,1,164915,PN1992.77 .M9 2002,,My so-called life
248117,1,164930,ML3845 .M974 2002,,Music in the mirror :
248141,1,164947,B168 .D513 1991,Diogenes Laertius,Lives of eminent philosophers /
248147,1,164952,DF505.7.P7 D4 1935,Procopius,The anecdota or secret history /
248152,1,164957,PA3612 .P7 1914,Plutarch,Lives /
248160,1,164964,QA76.76.C73 W55 2002,"Williams, Sam,",Free as in freedom :
248186,1,164990,PA4382 .L36 2001,"Lamberton, Robert",Plutarch /
248187,1,164991,DG247.3 .G65 2001,"Goldsworthy, Adrian Keith",Cannae /
248188,1,164992,BR375 .J66 2002,"Jones, Norman L.",The English Reformation :
248190,1,164994,D157 .C79 2001,,The Crusades and the military orders :
248191,1,164995,PQ1453.C56 E5 2002,,The deeds of the Normans in Ireland =
248196,1,165000,BT712 .R53 2001,"Richardson, B. J.","Christianity, evolution and the environment :"
248210,1,165011,BX9422.3 .P57 2002,"Plantinga, Cornelius,",Engaging God's world :
248223,1,165023,D804.3 .W469 2001,"Wistrich, Robert S.,",Hitler and the Holocaust /
248250,1,165050,E123 .W66 2000,"Wood, Michael,",Conquistadors /
248253,1,165053,TT854.3 .L55 1990,"Liles, J. N.,",The art and craft of natural dyeing :
248261,1,165060,GT498.F66 K6 2001,"Ko, Dorothy,",Every step a lotus :
248359,1,165098,E184.A1 T337 2000,"Takaki, Ronald T.,",Iron cages :
248372,1,165111,E185.625 .M38 2001,"McWhorter, John H.",Losing the race :
248375,1,165114,TX631 .N33 2002,"Nabhan, Gary Paul",Coming home to eat :
248377,1,165116,PN1997 .G73274 1999,,Great expectations
248378,1,165116,PN1997 .G73274 1999,,Great expectations
248381,1,165119,HQ12 .H57 2000,,The history of sex
248408,1,165145,BP135.A124 E54 2000,"Bukhārī, Muḥammad ibn Ismāʻīl,",Sahīh al-Bukhārī :
248410,1,165145,BP135.A124 E54 2000,"Bukhārī, Muḥammad ibn Ismāʻīl,",Sahīh al-Bukhārī :
248461,1,165184,BR115.E3 H672 2001,"Hoogstraten, Hans-Dirk van,",Deep economy :
248473,1,165196,PS3563.A263 M28 1997,"McCord, Howard,",The man who walked to the Moon :
248536,1,165216,HQ1233 .B38 2001,"Bateson, Mary Catherine",Composing a life /
248538,1,165218,BJ1533.A4 M24 2002,"Mahan, Brian.",Forgetting ourselves on purpose :
248539,1,165219,BT751.2 .F68 1999,"Ford, David,",Self and salvation :
248553,1,165233,BJ1498 .W48 2001,"Whyte, David,",Crossing the unknown sea :
248591,1,165266,RC280.B8 W47 1992,"Williams, Terry Tempest",Refuge :
248603,1,165275,PN1997 .O13 2002,,"""O"""
248608,1,165280,BJ47 .A33 2002,"Adams, Robert Merrihew",Finite and infinite goods :
248617,1,165289,BS1235.3 .W43213 1994,"Westermann, Claus",Genesis 1-11 :
248618,1,165290,BS1235.3 .W43213 1995,"Westermann, Claus",Genesis 12-36 /
248620,1,165292,PN1997 .W4736 2001,,Wet hot American summer
248629,1,165301,PS3537.C79 I52 1978,"Schwartz, Delmore,",In dreams begin responsibilities and other stories /
248659,1,165330,NX650.C48 P53 2002,,Picturing children :
248665,1,165336,MT145.B14 L43 2002,"Ledbetter, David.",Bach's Well-tempered clavier :
248669,1,165340,BS1225.2 .N53 1998,"Nicholson, Ernest W.",The Pentateuch in the twentieth century :
248672,1,165343,PN1997 .C377 2001,,Cats
248736,1,165377,GC11.2 .B54 2002,,The blue planet
248737,1,165377,GC11.2 .B54 2002,,The blue planet
248738,1,165378,QL698.3 .L54 2002,,The life of birds
248744,1,165384,JC328.6 .V54 2001,,"Victims, perpetrators or actors? :"
248773,1,165413,PZ7.G845 Gs 1988,"Greenfield, Eloise",Grandpa's face /
248790,1,165428,PZ7.H83727 Hnr 2003,"Howe, James,",Screaming mummies of the Pharaoh's tomb II /
248793,1,165431,E208 .C73 2003,"Countryman, Edward",The American Revolution /
248803,1,165441,PS3515.U1417 I7 1994,"Hubbard, L. Ron",The iron duke /
248834,1,165468,AZ228.S63 M6713 2002,"Morón Arroyo, Ciriaco.",The humanities in the age of technology /
248836,1,165470,LB2321 .N54 1996,"Newman, John Henry,",The idea of a university /
248842,1,165476,PR2976 .B44 2002,"Bevington, David M.",Shakespeare /
248851,1,165486,HQ76.8.U5 D454 2002,"D'Emilio, John",The world turned :
248852,1,165487,PR830.D4 D45 2002,,The Devil himself :
249054,1,165633,PN4888.O25 K89 2002,"Kuypers, Jim A.",Press bias and politics :
249077,1,165655,PS3572.O5 S6 1994,"Vonnegut, Kurt","Slaughterhouse-five, or, The children's crusade :"
249094,1,165671,TT922 .B35 2001,"Bailey, Michael,",Glazes cone 6 :
249097,1,165674,PQ3949.2.C45 E54 1996,"Chamoiseau, Patrick",Une enfance créole /
249098,1,165674,PQ3949.2.C45 E54 1996,"Chamoiseau, Patrick",Une enfance créole /
249102,1,165678,PQ3989.2.L65 T7 1995,"Lopes, Henri,",Tribaliques /
249105,1,165681,PQ3989.S46 X3 1995,"Sembène, Ousmane,",Xala;
249109,1,165685,D743 .A57 1962,"Alexander of Tunis, Harold Rupert Leofric George Alexander,","The Alexander memoirs, 1940-1945."
249193,1,165709,PN4784.M4 L48 2001,"Levi, Ragnar.",Medical journalism :
249211,1,165717,PZ8.3.G276 Dm 1991,"Seuss,",Dr. Seuss's ABC.
249227,1,165733,PR2810.A2 K37 2002,"Kastan, David Scott",King Henry IV part 1 /
249239,1,165745,PQ7087.E5 E94 1990,,The eye of the heart :
249242,1,165748,PS3048 .A1 1968,"Thoreau, Henry David,",Walden ; & The essay on civil disobedience /
249262,1,165766,HV6534.J363 T86 2002,,Two towns of Jasper
249323,1,166034,E885 .C64 2001,,The Clinton years
249325,1,166036,PR428.F45 D43 2002,,"Debating gender in early modern England, 1500-1700 /"
249352,1,166063,PR2673 .M37 2002,,Marlowe's empery :
249356,1,166067,PN1995.9.A77 S79 2002,,Screening Asian Americans /
249364,1,166075,HV7436 .K538 2001,"Kleck, Gary,",Armed :
249377,1,166088,QD923 .C638 2002,"Collings, Peter J.,",Liquid crystals :
249395,1,166106,HG181 .M297 2002,"Markham, Jerry W.",A financial history of the United States /
249416,1,166125,QD455.3.E4 C73 2002,"Cramer, Christopher J.,",Essentials of computational chemistry :
249422,1,166131,BF76.7 .R67 2003,"Rosnow, Ralph L.",Writing papers in psychology :
249445,1,166154,BF698.8.M5 B86 1999,"Butcher, James Neal,",A beginner's guide to the MMPI-2 /
249466,1,166175,BS658 .P54 2002,"Pinkney, Jerry",Noah's ark /
249489,1,166198,D16 .B893 2002,"Brundage, Anthony,",Going to the sources :
249509,1,166216,QB63 .M63 2000,"Moore, Patrick",Exploring the night sky with binoculars /
249517,1,166224,QC16.E5 B3513 2001,"Balibar, Françoise.",Einstein :
249530,1,166236,QA9.54 .L33 2001,"Laczkovich, Miklós.",Conjecture and proof /
249531,1,166237,R727.3 .F53 2002,,"First, do no harm :"
249534,1,166240,R123 .M394 2001,,Medical terminology made incredibly easy.
249542,1,166250,HV6546 .T42 2000,,Teen suicide /
249543,1,166251,E743.5 .F668 1997,,McCarthyism :
249545,1,166253,MJ BLAK NB B 92,,"A night at Birdland, volume one"
249552,1,166260,PZ8.3.C83332 Br 2000,"Couric, Katie,",The brand new kid /
249563,1,166271,E99.C6 N47 2002,"Nesper, Larry,",The Walleye War :
249572,1,166280,KF4783 .U76 2002,"Urofsky, Melvin I.",Religious freedom :
249589,1,166297,PZ7.R258 Wh 1996,"Rawls, Wilson",Where the red fern grows :
249590,1,166297,PS3568.A9 W484 1996,"Rawls, Wilson",Where the red fern grows :
249634,1,166338,BS680.F37 C48 2002,"Chilton, Bruce",Redeeming time :
249640,1,166344,BT119 B873 1997,"Burgess, Stanley M.,",The Holy Spirit :
249643,1,166347,PS613 .P643 2002,,"The Poetry anthology, 1912-2002 :"
249646,1,166349,HV2475 .S77 1981,"Sternberg, Martin L. A.",American sign language :
249653,1,166353,QL469 .I56 2001,,Insectia
249664,1,166364,KF352 .F7113 2002,"Friedman, Lawrence Meir,",Law in America :
249671,1,166371,HT1507 .F74 2002,"Fredrickson, George M.,",Racism :
249672,1,166372,E269.S63 C47 2002,"Chavez, Thomas E.",Spain and the independence of the United States :
249694,1,166393,PS3568.U812 E4 2002,"Russo, Richard,",Empire falls /
249695,1,166394,PS3555.N4223 P42 2001,"Enger, Leif.",Peace like a river /
249702,1,166401,TD196.M4 C78 2002,"Csuros, Maria.",Environmental sampling and analysis for metals /
249723,1,166422,CC135 .A65 2002,"Aplin, Graeme",Heritage :
249724,1,166423,GT4803 .C76 2002,,Riot and revelry in early America /
249726,1,166425,E184.I6 D86 2002,"Dunne, Robert,","Antebellum Irish immigration and emerging ideologies of ""America"" :"
249738,1,166437,F722 .B27 2002,"Barringer, Mark Daniel,",Selling Yellowstone :
249763,1,166462,LA205 .G35 2003,"Gaither, Milton.",American educational history revisited :
249782,1,166481,HM1226 .P83 2000,,Public communication campaigns /
249826,1,166505,PN1997 .K373 2002,,Kate & Leopold
249844,1,166523,PR6037.A35 A6 2002,"Sackville-West, V.",Selected writings /
249856,1,166535,CC175 .P43 2002,"Pearson, James L.,",Shamanism and the ancient mind :
249867,1,166546,E78.B9 C53 2002,"Clavir, Miriam,",Preserving what is valued :
249879,1,166558,HQ1220.U5 G56 2001,"Gimlin, Debra L.,",Body work :
249891,1,166570,HQ1088 .M375 2002,,Masculinity studies & feminist theory :
249898,1,166578,PN1992.8.C46 D38 1995,"Davis, Jeffery,","Children's television, 1947-1990 :"
249913,1,166592,TP248.65.F66 W565 2002,"Winston, Mark L.",Travels in the genetically modified zone /
249915,1,166594,PN2287.K64 Y83 2001,"Yudkoff, Alvin",Gene Kelly :
249917,1,166596,NK5203 .A58 2002,"Polak, Michael.",Antique Trader bottles identification and price guide /
249929,1,166608,GV1786.N33 J57 2001,,Jiri Kylian's Black & white ballets
249945,1,166619,GN69.8 .B87 1999,"Burns, Karen Ramey.",Forensic anthropology training manual /
249964,1,166635,QL468.8 .S43 1995,,Secret weapons
249970,1,166641,BP67.U6 S6 1999,"Smith, Jane I.",Islam in America /
249989,1,166661,P132 .C49 2002,"Chomsky, Noam",On nature and language /
249999,1,166671,PN212 .N3735 2002,,Narrative dynamics :
250023,1,166700,QL737.C432 D657,,Dolphins
250024,1,166701,QL737.C214 P3 1995,,Pandas
250030,1,166708,HV553 .C275 2002,,Catastrophe & culture :
250047,1,166725,DS774 .T84 2003,,Twentieth-century China :
250105,1,166734,PZ7.L58474 Ch 2001,"Lewis, C. S.",The complete chronicles of Narnia /
250121,1,166750,PS153.I52 P37 2003,"Parker, Robert Dale,",The invention of Native American literature /
250162,1,166791,PN1997 .F373 2003,,Far from heaven
250226,1,166828,BP221 .C87 2002,"Curtis, Edward E.,",Islam in Black America :
250238,1,166841,ND3338 .R67 1994,"Ross, Leslie,","Text, image, message :"
250250,1,166853,PR468.A58 S55 2002,"Silver, Anna Krugovoy.",Victorian literature and the anorexic body /
250254,1,166857,PS374.M547 E29 2002,"Eckard, Paula Gallant.","Maternal body and voice in Toni Morrison, Bobbie Ann Mason, and Lee Smith /"
250264,1,166866,GB461 .E27 2003,"Earle, Sylvia A.,",Coral reefs /
250312,1,166874,PN2071.P78 C37 2001,"Carlson, Marvin A.,",The haunted stage :
250330,1,166892,PR6069.T6 A84 1993,"Stoppard, Tom",Arcadia /
250332,1,166894,PR6069.T6 A6 1999y,"Stoppard, Tom",Plays five /
250391,1,166936,BR301 .R44 2002,,A Reformation reader :
250409,1,166954,BR115.S57 M54 1993,"Milbank, John.",Theology and social theory :
250412,1,166957,BT27 .R38 2002,,The Reformation theologians :
250423,1,166966,JQ1519.A5 R57 1996,,The Rise to power of the Chinese Communist Party :
250429,1,166972,GV943.5 2002 .J36 2002,,"Japan, Korea and the 2002 World Cup /"
250450,1,166989,E161 .T55,,This fabulous century.
250458,1,166993,ML410.P865 N53 2003,"Nice, David,",Prokofiev :
250497,1,167024,NX456.5.S8 S872 2001,,Surrealism :
250518,1,167042,E807 .A6 2000,,FDR
250519,1,167042,E807 .A6 2000,,FDR
250521,1,167044,GV1021 .P324 1996,,Pacific Coast Highway
250531,1,167051,HV8073 .W527 1992,"Wingate, Anne",Scene of the crime :
250532,1,167052,CC72 .P73 2000,"Praetzellis, Adrian,",Death by theory :
250589,1,167091,N72.S3 G36 2002,"Gamwell, Lynn,",Exploring the invisible :
250591,1,167093,ND212.5.I45 P43 2002,,Pennsylvania impressionism /
250611,1,167113,NK4340.S5 K8713 2002,"Kuroda, Ryōji,",Classic stoneware of Japan :
250613,1,167115,NK4645 .C57 2002,"Clark, Andrew J.,",Understanding Greek vases :
250620,1,167122,PN1997 .T96 2003,,Two weeks notice
250850,1,167245,BT660.G8 E44 1997,"Elizondo, Virgilio P.","Guadalupe, mother of the new creation /"
250851,1,167246,BR128.B8 B7713 2001,"Lai, Whalen",Christianity and Buddhism :
250864,1,167259,ML390 .W16 2002,"Walker-Hill, Helen",From spirituals to symphonies :
250876,1,167270,ML3845 .C85 2003,,The cultural study of music :
250921,1,167315,QD251.2 .M37 2001,"Smith, Michael,",March's advanced organic chemistry :
250922,1,167316,QD457 .G37 2003,"Garland, Carl W.",Experiments in physical chemistry.
250923,1,167317,QD475 .F54 2000,"Figgis, B. N.",Ligand field theory and its applications /
250969,1,167363,QD502.5 .B7813 2002,"Bruckner, Reinhard,",Advanced organic chemistry :
250984,1,167378,PZ7.Z647 Lo 1995,"Zindel, Paul",Loch :
250991,1,167385,PN1997 .S667 2001,,The sons of Katie Elder
251000,1,167394,HV4711 .C63 2001,"Cohen, Carl,",The animal rights debate /
251002,1,167396,BD431 .H475 2002,"Highmore, Ben,",Everyday life and cultural theory :
251014,1,167408,JC578 .H38 2002,"Hayden, Patrick,",John Rawls :
251027,1,167421,BS192.3.A1 1992 N45,,Saint Joseph edition of the New American Bible :
251029,1,167423,PS153.N5 H46 2002,"Henderson, Carol E.,",Scarring the Black body :
251034,1,167427,DS774 .H796 2001,"Hutchings, Graham",Modern China :
251039,1,167432,PR2829 .R68 2003,,A Routledge literary sourcebook on William Shakespeare's Othello /
251049,1,167442,KF8210.A57 F56 2002,"Fine-Dare, Kathleen S.",Grave injustice :
251051,1,167444,KF4755.A75 C76 2002,,"Crossroads, directions, and a new critical race theory /"
251068,1,167461,ML3918.R63 S35 2002,"Schippers, Mimi,",Rockin' out of the box :
251074,1,167466,B2430.W473 L413 2003,"Weil, Simone,",Letter to a priest /
251079,1,167471,DA990.A88 M34 2001,"McCarthy, Pete",McCarthy's Bar :
251081,1,167473,DA980 .I52 2003,,Ireland /
251087,1,167479,BF1573 .A34 1997,"Adler, Margot",Drawing down the moon :
251089,1,167481,MA BRO BJB B 92,"Brown, James,",The best of James Brown
251144,1,167538,ML3854 .H64 2002,"Hoeckner, Berthold",Programming the absolute :
251145,1,167539,ML3479 .R42 2003,"Reed, Teresa L.,",The holy profane :
251149,1,167543,HF5827.85 .S494 2003,,Sex in advertising :
251155,1,167549,HD6095 .G733 2003,"Gregory, Raymond F.,",Women and workplace discrimination :
251175,1,167569,PR2965 .S43 2003,,Shakespeare matters :
251245,1,167584,ML410.M9 I738 2003,"Irving, John",Mozart's piano concertos /
251248,1,167587,ML410.S3 H35 2003,"Hall, Michael,",Schubert's song sets /
251259,1,167598,BR100 .K52 1954,"Kierkegaard, Søren,","Fear and trembling,"
251310,1,167649,GV416.M6 K45 1986,"Klobuchar, Amy",Uncovering the Dome :
251317,1,167656,E859 .C76 1974,"Crouse, Timothy",The boys on the bus.
251359,1,167699,PN4879 .A76 2002,"Aronson, Amy",Taking liberties :
251380,1,167720,E183.8.S65 L47 2003,"Leshuk, Leonard","US intelligence perceptions of Soviet power, 1921-1946 /"
251396,1,167736,E169.1 .B654 2002,"Block, James E.",A nation of agents :
251399,1,167739,F474.S135 E38 2002,"Ekberg, Carl J.",François Vallé and his world :
251497,1,167747,N6538.A4 H4 2001,,So fine! :
251599,1,167750,Per RA 781.7 .Y64 ,,Yoga journal.
251600,1,167750,Per RA 781.7 .Y64 ,,Yoga journal.
251603,1,167754,HQ76.8.U5 R56 2002,"Rimmerman, Craig A.",From identity to politics :
251629,1,167780,GR302.2.P85 A37 2003,"Ahmad, Aisha.",Pashtun tales :
251633,1,167784,PS3561.I483 D74 2003,"King, Stephen,",The drawing of the three /
251635,1,167786,Q335 .F595 2002,"Fogel, David B.",Blondie24 :
251639,1,167790,PN1997 .H687 2003,,The hours
251649,1,167800,DA554 .P58 2003,"Plunkett, John",Queen Victoria :
