itemnumber,checkouts,biblionumber,itemcallnumber,author,title
251650,1,167801,PR4588 .B69 2003,"Bowen, John",Other Dickens :
251659,1,167809,PS3563.E75 P86 2001c,"Merwin, W. S.",The pupil :
251661,1,167811,PS3563.E75 V58 1997,"Merwin, W. S.",The vixen :
251670,1,167820,PL2302 .L534 1995,"Liu, Lydia He",Translingual practice :
251703,1,167849,B765.T54 T37 2002,,Thomas Aquinas :
251714,1,167860,PS1138.E25 H56 1997,"Hinds, Elizabeth Jane Wall,",Private property :
251719,1,167865,NE863 .W45 2001,"Welden, Dan",Printmaking in the sun :
251721,1,167867,NE850 .W53 2003,"Whale, George",Digital printmaking /
251731,1,167878,P93.5 .E56 2003,,Eloquent images :
251741,1,167887,PS3563.E75 F55 1997,"Merwin, W. S.",Flower & hand :
251769,1,167915,PE1404 .C346 2002,"Carroll, Lee Ann,",Rehearsing new roles :
251803,1,167949,HX311.5 .I1813 2002,"I͡Akovlev, A. N.",A century of violence in Soviet Russia /
251806,1,167952,E807 .B46 2002,"Beschloss, Michael R.",The conquerors :
251832,1,167978,DA908 .F66 2002,"Foster, R. F.",The Irish story :
251839,1,167985,D749 .E87 2002,,European neutrals and non-belligerents during the Second World War /
251841,1,167987,DK269 .R63 2002,"Robinson, Paul","The White Russian Army in exile, 1920-1941 /"
251846,1,167992,DS755 .C64 2003,"Cohen, Paul A.",China unbound :
251847,1,167993,HQ1075 .G4672 2004,,The gendered society reader /
251857,1,168003,GN388 .B49 2002,,Beyond foraging and collecting :
251862,1,168008,RC489.E93 L69 2000,"Loy, David,",Lack and transcendence :
251863,1,168009,MA META MET M 32,,Metallica
251877,1,168023,QB843.S95 K57 2002,"Kirshner, Robert P.,",The extravagant universe :
251937,1,168083,HV8073 .F5835 2003,,Forensic science :
251948,1,168094,HF5384 .J36 2003,"Jansen, Julie","I don't know what I want, but I know it's not this :"
251992,1,168138,K3585 .L56 2003,,Linking human rights and the environment /
251995,1,168141,GV1783 .R44 2003,,Reinventing dance in the 1960s :
251999,1,168145,PN682.L68 S74 2003,"Stewart, Dana E.",The arrow of love :
252018,1,168164,BS1235.52 .H86 2001,"Humphreys, W. Lee.",The character of God in the Book of Genesis :
252020,1,168166,BT121.2 .M613 2001,"Moltmann, Jürgen",The Spirit of life :
252031,1,168177,BS2398 .W75 1992 v.3,"Wright, N. T.",The resurrection of the Son of God /
252047,1,168192,BT180.N2 G47 2002,"Gertoux, Gérard",The name of God Y.eH.oW.aH which is pronounced as it is written IE̲ho̲UA̲h :
252055,1,168200,N72.R4 V57 2001,,The visual culture of American religions /
252061,1,168206,BL458 .F457 2001,,Feminism in the study of religion :
252065,1,168210,BS500 .D63 1992,"Dockery, David S.",Biblical interpretation then and now :
252066,1,168211,BH39 .S322 1999,"Scarry, Elaine",On beauty and being just /
252081,1,168223,QP251 .M57 1999,,The miracle of life
252093,1,168235,PS3551.L35774 O53 2000,"Alexie, Sherman,",One stick song /
252126,1,168266,BR118 .D52 1993,,Different gospels /
252127,1,168267,BT695 .F470 1998,"Fergusson, David.",The cosmos and the creator :
252140,1,168280,E885 .F73 2003,"Franken, Al",Lies (and the lying liars who tell them) :
252142,1,168282,PN1997 .B7424 2001,,Bridget Jones's diary
252150,1,168290,PS3556.I52 T65 1995,"Finney, Jack",Time and again /
252188,1,168328,ML1255 .B87 2002 v.2,"Brown, A. Peter",The first golden age of the Viennese symphony :
252256,1,168346,HN656.A85 C66 2002,,Compendium of social statistics and indicators /
252260,1,168350,MA SUMM OTR S 82,"Summer, Donna",On the radio
252265,1,168355,PQ7390.A72 Z46313 1994,"Arenas, Reinaldo,",Before night falls /
252267,1,168357,PQ7298.23.A795 M3813 1998,"Mastretta, Angeles,",Lovesick /
252270,1,168360,F1410 .W572,"Williamson, Edwin.",The Penguin history of Latin America /
252280,1,168370,KNX2201 .M66 2002,"Moore, Ray A.,",Partners for democracy :
252285,1,168375,DS881.9 .B46 2001,"Benson, John","Japan, 1868-1945 :"
252293,1,168383,DS822.25 .N37 2003,,Nationalism and internationalism in imperial Japan :
252298,1,168388,P40.5.L33 N48 2000,"Nettle, Daniel",Vanishing voices :
252304,1,168394,P98 .J87 2000,"Jurafsky, Dan,",Speech and language processing :
252306,1,168396,PA3003 .L54 2000,,Literature in the Greek and Roman worlds :
252345,1,168435,QA155.7.E4 G36 2002,"Garvan, Frank",The Maple book /
252354,1,168445,PS153.M4 .B69 2002,"Brady, Mary Pat,","Extinct lands, temporal geographies :"
252414,1,168473,DP129 .J3513 2003,James,The Book of deeds of James I of Aragon :
252416,1,168475,GN269 .R337 2003,,Race
252422,1,168481,GN380 .N54 2003,"Niezen, Ronald",The origins of indigenism :
252433,1,168492,HQ766.5.U5 G66 2002,"Gordon, Linda",The moral property of women :
252444,1,168502,B2430.L484 C36 2002,,The Cambridge companion to Levinas /
252474,1,168532,NC245.S34 K353 2003,"Kallir, Jane",Egon Schiele :
252479,1,168537,N6538.N5 L38 2003,"Lewis, Samella S.",African American art and artists /
252480,1,168538,NC257.L4 A4 2003,"Leonardo,","Leonardo da Vinci, master draftsman /"
252497,1,168551,Z253 .U69  2003,,The Chicago manual of style.
252500,1,168554,C STUD TTM S 82,,"Troubadours, trouvères, minstrels"
252501,1,168555,Q ICEL RC S 64,,The Rheingold curse
252504,1,168557,PR1265.7 .D73 2002,,"Drama of the English republic, 1649-60 /"
252523,1,168576,PR9205 .S77 2002,"Strachan, Ian G.",Paradise and plantation :
252554,1,168605,BQ5630.V5 G86 2002,"Gunaratana, Henepola,",Mindfulness in plain English /
252573,1,168618,PQ7798.32.A48 Z87 2002,,Luisa Valenzuela sin máscara /
252585,1,168630,PQ7389.C263 Z825 2002,"Padura, Leonardo",Un camino de medio siglo :
252592,1,168637,PN98.W64 V35 2002,"Valenzuela, Luisa,",Peligrosas palabras :
252598,1,168643,PQ7820.D4 C37 2001,"Decker Márquez, Amalia",Carmela /
252638,1,168679,TR647 .O64 2002,"Opie, Catherine,",Catherine Opie :
252672,1,168692,TR655 .Y36 2004,"Yanagi, Miwa,",White casket /
252680,1,168700,P94.5.M552 U69 2003,"Wilson, Clint C.","Racism, sexism, and the media :"
252682,1,168702,AM303 .A28 2003,,Acts of possession :
252707,1,168727,PZ8 .A85 1993b,,Aladdin and other tales from the Arabian nights /
252715,1,168735,PZ7.G165 An 1992,"Garden, Nancy",Annie on my mind /
252718,1,168738,PZ7.C81634 Ch,"Cormier, Robert",The chocolate war;
252756,1,168765,BL 2400 .S24 2000,"Scheub, Harold",A dictionary of African mythology :
252757,1,168766,BF1591 .O335 2002,"Ogden, Daniel","Magic, witchcraft, and ghosts in the Greek and Roman worlds :"
252782,1,168791,PN1997 .E436 2001,,The elephant man
252832,1,168834,BS895 .J4 2004,,The Jewish study Bible :
252850,1,168842,PN2091.E4 D47 1999,,Designing with gobos
252851,1,168843,PN2091.E4 L55 1995,,Lighting design
252882,1,168865,ND1488 .C6 2001,,Color concepts
252897,1,168877,HF1359 .S8665 2002,,Subverting greed :
252913,1,168893,PS571.M5 N49 2000,,New poems from the third coast :
252920,1,168900,DS135.G32 T634 2003,"Toch, Michael",Peasants and Jews in medieval Germany :
252961,1,168937,DS145 .P415 2002,"Perry, Marvin",Antisemitism :
252978,1,168950,DT888 .W55,"Wilkins, Ivor,",The super-Afrikaners /
252985,1,168957,BX915 .B83 2002,"Brain, J. B.",St John Vianney Seminary :
252999,1,168971,PZ7.P6335 Pk 2003,"Pinkwater, Daniel Manus,",The picture of Morty & Ray /
253018,1,168990,BT82.3 .H445 2003,"Henry, Carl F. H.",The uneasy conscience of modern fundamentalism /
253028,1,168999,PS3515.E37 S8 1996,"Hemingway, Ernest,",The sun also rises /
253029,1,169000,PS3515.A515 R3 1995,"Hansberry, Lorraine,",A raisin in the sun /
253031,1,169002,PS3505.A87 M8 1995,"Cather, Willa,",My Ántonia /
253048,1,169019,ML275 .M933 2002,,Music and German national identity /
253051,1,169023,C NEW CR N 73,,The cross of red
253054,1,169026,HV6322.7 .A64 2002,,Annihilating difference :
253057,1,169029,HT1521 .M495 2003,"Miles, Robert,",Racism.
253064,1,169035,E78.G7 A87 1987,,Atlas of Great Lakes Indian history /
253065,1,169035,E78.G7 A87 1987,,Atlas of Great Lakes Indian history /
253069,1,169039,CD950 .H86 2003,"Hunter, Gregory S.",Developing and maintaining practical archives :
253118,1,169087,PZ8.1.M8346 Ti,"Mosel, Arlene","Tikki Tikki Tembo,"
253119,1,169088,PZ7.C429 Whn 1980b,"Chew, Ruth.",The wishing tree /
253122,1,169091,PZ8.1.M15 Pau,"McCormick, Dell J.,","Paul Bunyan swings his axe,"
253123,1,169092,PZ8.1.M15 Tal,"McCormick, Dell J.,",Tall timber tales;
253124,1,169093,GR540 .F76 2003,"Froud, Brian",The runes of elfland /
253127,1,169096,DT826 .G64 1949,"Goldswain, Jeremiah,","The chronicle of Jeremiah Goldswain,"
253150,1,169118,E748.A249 S38 2002,"Schulte, Steven C.,",Wayne Aspinall and the shaping of the American West /
253155,1,169123,G95 .F74 2002,"Fritze, Ronald H.,",New worlds :
253188,1,169148,PN1991.2 .S57 2000,"Sies, Luther F.","Encyclopedia of American radio, 1920-1960 /"
253206,1,169165,BR115.P7 P53 1998,,"Political sermons of the American founding era, 1730-1805 /"
253212,1,169171,F575.M45 H86 2001,"Huntington, Gertrude Enders",Amish in Michigan /
253215,1,169174,PN1997 .T4776 2002,,Terror of Mechagodzilla
253217,1,169176,PN1997 .N4837 2003 v.1,,Neverwhere.
253240,1,169197,QL666.C536 L65 2003,,Loggerhead sea turtles /
253246,1,169203,PR1583 .H77 1987,,"Beowulf, a new translation /"
253299,1,169242,PC4127.S63 K38 1995,"Kattán-Ibarra, Juan",Perspectivas culturales de España /
253310,1,169252,DA566.9.C5 C35 2003,,Churchill
253321,1,169262,F1226 .H85 2003,,The human tradition in Mexico /
253347,1,169288,PZ7.C9418 Wh 1993,"Curtis, Jamie Lee,",When I was little :
253349,1,169290,PZ8.3.C9344 To 1998,"Curtis, Jamie Lee,",Today I feel silly & other moods that make my day /
253366,1,169307,PZ7.K875 Car 1973,"Krauss, Ruth",The carrot seed /
253372,1,169313,D753 .S34 2003,"Sarles, Ruth,",A story of America First :
253395,1,169336,BX1538.H35 A3313 2002,"Adam,",History of the archbishops of Hamburg-Bremen /
253414,1,169355,BR1644.5.U6 W33 2003,"Wacker, Grant,",Heaven below :
253416,1,169357,BR517 .P88 2001,"Putney, Clifford,",Muscular Christianity :
253443,1,169386,D769.348 506th .A57 2001,"Ambrose, Stephen E.",Band of brothers :
253452,1,169395,QD11 .M86 2003,"Morris, Richard,",The last sorcerers :
253453,1,169396,QL644 .R43 2003,,The reptiles.
253454,1,169397,QL644 .R435 2003,,The reptiles.
253464,1,169407,DA785 .L43 2003,"Lee, Maurice",The 'inevitable' union :
253479,1,169421,DS777.46 .V36 2003,"Van de Ven, Hans J.","War and nationalism in China, 1925-1945 /"
253495,1,169437,PN1997 .B3627 2002,,Band of brothers
253509,1,169448,ML410.G966 .R63 2002,"Robertson, Anne Walters",Guillaume de Machaut and Reims :
253516,1,169455,HF5625.15 .D87 2003,"Duska, Ronald F.,",Accounting ethics /
253543,1,169480,BT83.85 .H45 2001,"Heim, S. Mark",The depth of the riches :
253555,1,169492,BQ7662.6 .K669612 2002,"Koṅ-sprul Blo-gros-mthaʼ-yas,",Creation & completion :
253559,1,169496,BL2525 .W853 2003,"Wuthnow, Robert",All in sync :
253566,1,169503,HQ766.2 .S23 2003,,Sacred rights :
253573,1,169510,PS3561.I483 W65 2003,"King, Stephen,",Wolves of the Calla /
253583,1,169518,JK1118 .A66 2002,"Amidei, Nancy",So you want to make a difference :
253619,1,169554,H61.28 .I57 2003,,Inside interviewing :
253620,1,169555,BF637.C45 H287 2002,,Handbook of interpersonal communication /
253630,1,169565,PN1993.5.S7 L58 2002,,Literatura española y cine /
253640,1,169575,E99.S35 B587 2002,"Spradlin, Michael P.",The legend of Blue Jacket /
253653,1,169588,QL59 .F58 1996,"Fleming, Denise,",Where once there was a wood /
253678,1,169605,E 902 .I95 2003,"Ivins, Molly",Bushwhacked :
253679,1,169606,PN3503 .P435 2002,"Pearl, Nancy",Now read this II :
253772,1,169611,PN1997 .W524 2003,,Whale rider
253866,1,169631,QP84 .H785 2002,,Human growth and development /
253891,1,169655,GV547.S8 I6 1997,,Intense moves
253898,1,169662,ML410.C756 A25 2004,"Copland, Aaron,",Aaron Copland :
253904,1,169668,TL710 .K42 2001,"Kershner, William K.",The student pilot's flight manual :
253918,1,169682,C ALMA HOR A 09,,Horizons
253925,1,169689,GR550 .J68 2002,"Jones, Steven Swann,",The fairy tale :
253931,1,169695,D804.5.J48 T46 2003,"Tent, James F.",In the shadow of the Holocaust :
253936,1,169700,KFM2478.8.W5 A76 2003,"Aronson, Marc",Witch-hunt :
253952,1,169716,MA ROLL LIB R 42,,Let it bleed
253953,1,169717,MA DYLA BOB D 25,"Dylan, Bob,",Blonde on blonde
253954,1,169718,MA DYLA BIAB D 64,"Dylan, Bob,",Bringing it all back home
253960,1,169724,MA LENN JLPO L 26,"Lennon, John,",John Lennon/Plastic Ono Band
253962,1,169725,QL703 .L53 2003,,The life of mammals
253965,1,169726,MA WHO WN W69,,Who's next
253983,1,169741,LB3051 .E456 2002,"Elford, George W.",Beyond standardized testing :
253986,1,169744,LB1060 .S544 2003,"Smilkstein, Rita",We're born to learn :
253996,1,169754,PN6149.J4 T45 1998,"Telushkin, Joseph,",Jewish humor :
254008,1,169766,QK49 .R54 1999,"Riley, Peter D.",Plant life /
254009,1,169767,PS862.D5 U5 2002,,The ultimate book of dinosaurs /
254010,1,169768,QE862.D5 W553 1994,"Wilkes, Angela",The big book of dinosaurs :
254026,1,169783,RD39 .S437 1996,"Selzer, Richard,",Letters to a young doctor /
254028,1,169785,BT701.3 .J46 2003,"Jenson, Robert W.",On thinking the human :
254029,1,169786,BR100 .D35 2003,"Davies, Oliver,",A theology of compassion :
254035,1,169792,QE862.D5 T473 1994,"Theodorou, Rod.",I wonder why triceratops had horns and other questions about dinosaurs /
254036,1,169793,QE861.5 .Z56 2001,"Zimmerman, Howard.",Beyond the dinosaurs! :
254069,1,169817,E903.3 .C67 2003,"Corn, David",The lies of George W. Bush :
254097,1,169840,PR3546 .P64 2003,"Marvell, Andrew,",The poems of Andrew Marvell /
254098,1,169841,PN1997 .N6752 2003,,Normal
254104,1,169850,BL240.3 .P33 2003,"Padgett, Alan G.,",Science and the study of God :
254131,1,169877,T14.5 .C58 2003,"Clark, Andy,",Natural-born cyborgs :
254165,1,169911,TT957 .P45 1999,"Peiss, Kathy Lee",Hope in a jar :
254167,1,169913,ML3795 .S23835 2004,"Scherer, F. M.",Quarter notes and bank notes :
254169,1,169915,ML197.M38 Q68 2003,"Metzer, David Joel,",Quotation and cultural meaning in twentieth-century music /
254191,1,169937,RA643.5 .G564 2003,,The global threat of new and reemerging infectious diseases :
254225,1,169971,QM451 .G47 2003,"Gilman, Sid.",Manter and Gatz's essentials of clinical neuroanatomy and neurophysiology /
254274,1,170017,HV6322.7 .N49 2002,,The new killing fields :
254319,1,170059,PR113 .C57 2001,"Clarke, Danielle,",The politics of early modern women's writing /
254324,1,170064,PC2271 .D63 1998,"Dobson, Kate",French verb handbook /
254331,1,170071,QH75 .B37 1994,"Barbier, Edward,",Paradise lost? :
254346,1,170085,HC79.E44 M25 2004,"McMichael, Philip",Development and social change :
254357,1,170097,PN4731 .H27 2004,"Harcup, Tony",Journalism :
254358,1,170098,HQ1787 .A372 2003,,African women and feminism :
254359,1,170099,E185.86 .R37 2001,,Recovering the Black female body :
254372,1,170109,NA759.B36 A4 2003,"Barragán, Luis,",Barragán :
254374,1,170111,NE539.W35 A4 2003,"Warhol, Andy,",Andy Warhol prints :
254398,1,170133,BH301.C7 B83 2003,"Buckley, F. H.",The morality of laughter /
254404,1,170139,B808.9 .P36 2002,"Papineau, David,",Thinking about consciousness /
254419,1,170154,N6888.D8 A2 2002,"Bartrum, Giulia",Albrecht Dürer and his legacy :
254426,1,170161,ND653.G7 A45 2003,,Van Gogh's imaginary museum :
254465,1,170201,NC710 .C66 1990b,"Ching, Frank,",Drawing :
254486,1,170222,QC173.59.S65 G73 2000,"Gribbin, John R.",Time & space /
254508,1,170241,TR145 .I68 2004,,Introduction to photography and visual literacy
254510,1,170243,TR690 .P48 2002,,"Persuasion, propaganda, and photography"
254511,1,170244,TR183 .T78 2004,,Truth or fiction?
254526,1,170254,F1408.3 .K38 1995,"Kattán-Ibarra, Juan",Perspectivas culturales de Hispanoamerica /
254531,1,170259,PR6045.E8 R4x 1980,"West, Rebecca,",The return of the soldier /
254534,1,170262,P GOLD GT G 12,,Gospel train
254536,1,170264,DT753 .N38 2003,"Ndungane, Njongonkulu",A world with a human face :
254559,1,170280,HD58.7 .B3423 2003,"Bacon, Terry R.",Winning behavior :
254616,1,170336,PN1997 .S698 2000,,The spy who loved me
254617,1,170337,QL776 .W93 2003,"Wyatt, Tristram D.,",Pheromones and animal behaviour :
254624,1,170344,QL737.C23 S863 2002,"Sunquist, Melvin E.",Wild cats of the world /
254633,1,170353,QA76.76.I59 M66 2003,"Montfort, Nick",Twisty little passages :
254672,1,170387,DS135.P6 C53 2003,"Chodakiewicz, Marek Jan,",After the Holocaust :
254673,1,170388,B2430.M34 D68 2003,"Dougherty, Jude P.,",Jacques Maritain :
254704,1,170419,HM753 .A44 2004,"Allen, Brenda J.",Difference matters :
254707,1,170422,GN476.73 .E83 2000,,Ethnobotany :
254764,1,170479,DG70.P7 A648 2002,"Amery, Colin",The lost world of Pompeii /
254782,1,170495,Q181 .F8347 1997,"Fredericks, Anthony D.",From butterflies to thunderbolts :
254783,1,170496,QE881 .H35 2001,"Haines, Tim",Walking with beasts :
254795,1,170508,GV199.5 .S65 2001,"Solnit, Rebecca",Wanderlust :
254817,1,170526,GB662.3 .R38 1994,"Rauzon, Mark J.","Water, water everywhere /"
254823,1,170532,HQ767.9 .R65 2002x,"Rosenberg, Ellen",Growing up feeling good /
254838,1,170547,PZ7.E864 Se 2002,"Eubank, Patti Reeder",Seaman's journal :
254858,1,170567,BX2825 .L87,"Luttrell, Anthony,","The Hospitallers in Cyprus, Rhodes, Greece, and the West 1291-1440 :"
254859,1,170568,PZ7.K855 Wal 2001,"Kotzwinkle, William.","Walter, the farting dog /"
254893,1,170601,PZ8.A95 Go 2003,"Aylesworth, Jim",Goldilocks and the three bears /
254895,1,170603,PZ7.F5994 Bu 2003,"Fleming, Denise.",Buster /
254896,1,170604,GV551 .G47 2003,"Gerstein, Mordicai",The man who walked between the towers /
254934,1,170642,HF5465.U64 W667 2003,"Pitrone, Jean Maddern,",F.W. Woolworth and the American five and dime :
254947,1,170655,E468.9 .S53 2003,"Shackel, Paul A.",Memory in black and white :
254994,1,170702,QA166 .H36 2004,,Handbook of graph theory /
254998,1,170706,PZ8.3.W6976 On 2003,"Wilson, Karma",A frog in the bog /
255005,1,170713,PN1997 .Y688 1999,,You've got mail
255032,1,170740,GR489.4 .G63 2002,"Godwin, Gail",Heart :
255038,1,170746,MA WAIT ND W 82,"Waits, Tom,",Nighthawks at the diner
255106,1,170808,HQ1233 .M87 2002,"Muscio, Inga",Cunt :
255123,1,170825,QL666.L2 B14 2002,"Badger, David P.",Lizards :
255133,1,170835,GN482.1 .W48 2002,,Who's having this baby? :
255145,1,170844,PR2976 .C572 2003,,A companion to Shakespeare's works /
255147,1,170845,EA WHAL SOL W 20,"Whalen, Michael,",The shape of life
255153,1,170851,BL65.S8 R43 2004,,Regulating religion :
255168,1,170861,QK537 .K56 2003,"Kimmerer, Robin Wall",Gathering moss :
255176,1,170869,DS757.5 .H37 2002,"Hanes, William Travis,",Opium wars :
255207,1,170896,PQ6329 .A2 2003b,"Cervantes Saavedra, Miguel de,",Don Quixote /
255220,1,170909,HM706 .R58 2004,"Ritzer, George",The McDonaldization of society /
255230,1,170918,QH507 .I575 2003,,Introduction to bioinformatics :
255232,1,170920,HQ76.3.E8 R63 2004,"Robb, Graham,",Strangers :
255233,1,170921,PN1995.9.H6 V58 2003,"Vieira, Mark A.,",Hollywood horror :
255254,1,170940,PS3557.L8 A6 1995b,"Glück, Louise,",The first four books of poems /
255268,1,170941,DE5 .N4813 2002,,Brill's New Pauly :
255302,1,170972,BM729.D92 C53 2003,"Chajes, Jeffrey Howard",Between worlds :
255310,1,170979,JC481 .W65 2004,"Wolin, Richard",The seduction of unreason :
255329,1,170998,QA184.2 .R67 2002,"Rose, H. E.",Linear algebra :
255333,1,171001,B779 .P65 2003,"Popkin, Richard H.",The history of scepticism :
255352,1,171020,BL1852 .C65 2003,,Confucianism for the modern world /
255354,1,171022,QB46 .E96 2003,,Exploring space :
255356,1,171023,PS615 .B4742,,The best American poetry.
